token,token_type,frequency,mean_ig,mean_abs_ig
SNOMED:314971001,SNOMED,40,-0.15503175070043654,0.1690028676064685
ICD10CM:Z59.00,ICD10CM,1,-0.1689182072877884,0.1689182072877884
ICD10CM:E11.42,ICD10CM,1,-0.16890335083007812,0.16890335083007812
SNOMED:1571000087109,SNOMED,3,-0.13435872520009676,0.1684485264122486
ICD10CM:F10.10,ICD10CM,7,-0.10812370638762202,0.16688926251871244
ICD10CM:G43.719,ICD10CM,37,-0.1164628779515624,0.16638425926401004
SNOMED:225386006,SNOMED,17,-0.16617774700417237,0.16617774700417237
ICD10CM:Z73.3,ICD10CM,80,0.012396814266685397,0.16549701954936608
SNOMED:14736009,SNOMED,11,-0.16522036890753292,0.16522036890753292
RXNORM:1535362,RXNORM,487,-0.11377872533434562,0.16507823852194928
SNOMED:433114000,SNOMED,4,-0.16501448373310268,0.16501448373310268
RXNORM:849574,RXNORM,42,-0.031746447363513564,0.16372421961499467
ICD10CM:T50.901?,ICD10CM,49,-0.1187269356938041,0.163433489370711
SNOMED:252482003,SNOMED,4,-0.16253801435232162,0.16253801435232162
ICD10CM:S46.0,ICD10CM,4,-0.1624448960646987,0.1624448960646987
SNOMED:301884003,SNOMED,3,0.16206889351209006,0.16206889351209006
ICD10CM:S76.111?,ICD10CM,1,-0.1617584228515625,0.1617584228515625
ICD10CM:S46.009?,ICD10CM,4,-0.16083547892048955,0.16083547892048955
ICD10CM:T74.12X?,ICD10CM,14,-0.017616153029458865,0.16023247210042818
SNOMED:15081005,SNOMED,84,-0.11351488234608301,0.16014097343819836
SNOMED:423475008,SNOMED,10,-0.1593906380236149,0.1593906380236149
SNOMED:28163009,SNOMED,119,-0.15698111641901633,0.1589447148692082
ICD10CM:G80.9,ICD10CM,6,-0.15697589268287024,0.15697589268287024
ICD10CM:O03.8,ICD10CM,20,-0.15690463008359073,0.15690463008359073
SNOMED:232717009,SNOMED,3,0.1332459251085917,0.15683923661708832
ICD10CM:J06.9,ICD10CM,1,-0.1564507782459259,0.1564507782459259
ICD10CM:702927004,ICD10CM,33,-0.1562664985487407,0.1562664985487407
SNOMED:410770002,SNOMED,3,-0.06118793537219366,0.1561316375931104
SNOMED:71651007,SNOMED,22,0.11399196668274024,0.15605463227257133
ICD10CM:Z63.8,ICD10CM,80,-0.04739016597159207,0.15598285882733762
ICD10CM:J12.89,ICD10CM,1,-0.15523092448711395,0.15523092448711395
ICD10CM:Y07.9,ICD10CM,14,-0.048096341480101855,0.15496853393103396
ICD10CM:Z65.5,ICD10CM,10,-0.035720288008451465,0.15445820316672326
ICD10CM:M66.88,ICD10CM,1,-0.1534033715724945,0.1534033715724945
ICD10CM:J02.8,ICD10CM,196,-0.09309902874401257,0.1533959206616582
ICD10CM:J45.0,ICD10CM,1,-0.1515868902206421,0.1515868902206421
ICD10CM:J03.00,ICD10CM,38,-0.02690738086637698,0.15114243367784902
SNOMED:76746007,SNOMED,4,0.02182027231901884,0.15073447208851576
SNOMED:64544008,SNOMED,130,-0.10758436146335533,0.14959926281769115
ICD10CM:275978004,ICD10CM,14,-0.024410498261983906,0.14946748868429235
ICD10CM:R52.2,ICD10CM,54,-0.11286137838571987,0.14946135819061762
SNOMED:367494004,SNOMED,8,-0.14195783319883049,0.14939014078117907
SNOMED:76601001,SNOMED,706,-0.08380906420783601,0.14916542773834157
SNOMED:252160004,SNOMED,186,-0.10127555976887183,0.14891242371466493
RXNORM:859088,RXNORM,28,-0.052067124717203636,0.14782842930539378
ICD10CM:S19.9XX?,ICD10CM,5,0.03572472929954529,0.14750271439552307
ICD10CM:J45.9,ICD10CM,86,-0.07595105127019938,0.1474324683117312
RXNORM:2001499,RXNORM,4,-0.1473469501361251,0.1473469501361251
ICD10CM:T74.11X?,ICD10CM,14,-0.11860832462220319,0.14731682534329593
SNOMED:868187001,SNOMED,39,-0.10030616347033244,0.14707762151001355
SNOMED:63332003,SNOMED,17,-0.009622240548624712,0.1470208661082913
SNOMED:441550005,SNOMED,24,-0.03811054831991593,0.14650470608224472
ICD10CM:36228007,ICD10CM,32,-0.0905718139547389,0.14621383513440378
RXNORM:1049504,RXNORM,39,0.06362884888091148,0.1459714831927648
ICD10CM:840539006,ICD10CM,1,-0.14411097764968872,0.14411097764968872
ICD10CM:50849002,ICD10CM,2,-0.14396685361862183,0.14396685361862183
RXNORM:1049221,RXNORM,40,-0.1268021625466645,0.1432004092261195
ICD10CM:M16.0,ICD10CM,1,-0.14169226586818695,0.14169226586818695
ICD10CM:266948004,ICD10CM,1,0.14159953594207764,0.14159953594207764
ICD10CM:T88.0XX?,ICD10CM,1,-0.1408882886171341,0.1408882886171341
RXNORM:854235,RXNORM,25,-0.1395674341917038,0.1395674341917038
ICD10CM:K05.1,ICD10CM,539,-0.04161358818391093,0.1394812126949789
ICD10CM:J12.82,ICD10CM,1,-0.13942891359329224,0.13942891359329224
ICD10CM:I50.0,ICD10CM,140,-0.09659651603682765,0.13912839596159757
ICD10CM:S89.8,ICD10CM,3,-0.13895414272944132,0.13895414272944132
SNOMED:127783003,SNOMED,218,-0.07107270383617816,0.138920671885423
RXNORM:1803932,RXNORM,44,0.1369623359165747,0.13830288861539553
ICD10CM:103697008,ICD10CM,487,-0.06622434094274757,0.1381624303667307
ICD10CM:Z59.10,ICD10CM,1,0.13814345002174377,0.13814345002174377
SNOMED:392023007,SNOMED,1,-0.13764183223247528,0.13764183223247528
ICD10CM:E11.9,ICD10CM,14,-0.07049202892397131,0.13742417336574622
ICD10CM:K62.5,ICD10CM,14,-0.12363803040768419,0.13708838634192944
SNOMED:223470000,SNOMED,24,0.0039006191849087677,0.13625107026503733
ICD10CM:307426000,ICD10CM,24,-0.09840967562437679,0.13614256115397438
ICD10CM:K01.1,ICD10CM,29,-0.12503722981260768,0.13562018909202567
ICD10CM:O35.13X0,ICD10CM,2,0.002243250608444214,0.1344132423400879
SNOMED:67879005,SNOMED,50,-0.13124818176031114,0.13367066122591495
SNOMED:225415001,SNOMED,2,0.007503151893615723,0.13356870412826538
RXNORM:748856,RXNORM,18,0.03540988690737221,0.1334984754729602
RXNORM:1796676,RXNORM,3,-0.13293779517213503,0.13293779517213503
SNOMED:443529005,SNOMED,119,-0.020008338677908192,0.13291451511043711
ICD10CM:U07.1,ICD10CM,1,-0.13274163007736206,0.13274163007736206
ICD10CM:O99.891,ICD10CM,14,-0.06351058783807925,0.13216122492615665
ICD10CM:G47.9,ICD10CM,9,-0.06407802427808444,0.13178441963262028
RXNORM:630208,RXNORM,115,0.0185563572216779,0.13131211207896146
ICD10CM:S72.00,ICD10CM,1,-0.13114245235919952,0.13114245235919952
SNOMED:722161008,SNOMED,40,-0.0006452592555433512,0.130980863654986
ICD10CM:K08.1,ICD10CM,41,-0.030900912620581505,0.1297288478306699
RXNORM:314076,RXNORM,346,0.11626777809646217,0.12757980064058277
SNOMED:713021002,SNOMED,1,0.126695454120636,0.126695454120636
ICD10CM:S30.3XX?,ICD10CM,14,-0.00482855098588126,0.12664820892470224
ICD10CM:O03.84,ICD10CM,20,-0.10953444316983223,0.12652908004820346
ICD10CM:M10.9,ICD10CM,2,-0.0042640529572963715,0.12631093338131905
ICD10CM:F90.9,ICD10CM,42,-0.05675445898391661,0.12588653919686163
SNOMED:386516004,SNOMED,28,-0.06867958771597062,0.12514156508924706
SNOMED:65677008,SNOMED,3,-0.07551575203736623,0.12505916257699332
ICD10CM:M16.9,ICD10CM,1,0.12490680813789368,0.12490680813789368
ICD10CM:O35.11X0,ICD10CM,2,-0.12473047152161598,0.12473047152161598
SNOMED:84478008,SNOMED,23,-0.12307885009795427,0.1244141885848797
ICD10CM:R93.1,ICD10CM,6,-0.09361465616772573,0.1212192162250479
RXNORM:993452,RXNORM,6,-0.12109667311112086,0.12109667311112086
SNOMED:762998009,SNOMED,19,0.004196279535168095,0.12086581850522443
SNOMED:281789004,SNOMED,24,-0.026282162638381124,0.11795818580624957
ICD10CM:156073000,ICD10CM,20,-0.061073617776855826,0.11778621398843825
ICD10CM:J22,ICD10CM,1,-0.11736476421356201,0.11736476421356201
ICD10CM:O35.12X0,ICD10CM,2,0.008366838097572327,0.1163763701915741
SNOMED:31676001,SNOMED,119,0.008738319338651514,0.11626932894842339
RXNORM:1091392,RXNORM,1,-0.11596828699111938,0.11596828699111938
ICD10CM:O03.6,ICD10CM,20,-0.1107343447394669,0.115854427870363
RXNORM:979492,RXNORM,19,-0.05363796759200724,0.11576903699652145
SNOMED:52052004,SNOMED,579,-0.058150840841960774,0.11386582864261842
SNOMED:63697000,SNOMED,3,0.0011608352263768513,0.11324824392795563
ICD10CM:R50.81,ICD10CM,1,-0.11304444819688797,0.11304444819688797
ICD10CM:Z59.0,ICD10CM,1,-0.11268243193626404,0.11268243193626404
ICD10CM:T30.1,ICD10CM,3,0.09088598688443501,0.11233656605084737
RXNORM:243670,RXNORM,13,0.09401406705952607,0.1122839697278463
SNOMED:85548006,SNOMED,39,0.11088357529101464,0.11217764624131796
ICD10CM:F19.2,ICD10CM,632,-0.0877301602851293,0.11161530956690777
ICD10CM:I21.9,ICD10CM,2,-0.11161043494939804,0.11161043494939804
SNOMED:284053004,SNOMED,6,0.018572870641946793,0.11145732675989468
SNOMED:223495004,SNOMED,3,-0.11133891344070435,0.11133891344070435
ICD10CM:K08.109,ICD10CM,41,-0.02825925835385555,0.11107521604110555
RXNORM:1736776,RXNORM,44,0.11105913008478555,0.11105913008478555
SNOMED:315124004,SNOMED,8,-0.06676485319621861,0.11097491974942386
RXNORM:1234995,RXNORM,3,0.11093904574712117,0.11093904574712117
SNOMED:236974004,SNOMED,9,0.00807195482775569,0.11055677554880579
SNOMED:104091002,SNOMED,239,-0.09688144559664146,0.11046702198286747
RXNORM:313521,RXNORM,40,0.06411714794812724,0.10993325462331996
ICD10CM:224295006,ICD10CM,1,-0.10979872196912766,0.10979872196912766
ICD10CM:S81.009?,ICD10CM,3,-0.10922515764832497,0.10922515764832497
ICD10CM:S46.019?,ICD10CM,4,-0.10007256898097694,0.10714908433146775
SNOMED:173291009,SNOMED,26,-0.08196776302961203,0.10596593010884064
SNOMED:3802001,SNOMED,160,-0.0798596109409118,0.10551905283064116
SNOMED:392021009,SNOMED,2,-0.01879669353365898,0.10543349757790565
SNOMED:392247006,SNOMED,3,-0.031812556087970734,0.1053433691461881
SNOMED:182777000,SNOMED,6,-0.09698987814287345,0.10528781699637572
ICD10CM:O98.7,ICD10CM,26,-0.10443928866432263,0.10443928866432263
ICD10CM:O35.1,ICD10CM,2,-0.10416871681809425,0.10416871681809425
SNOMED:82808001,SNOMED,1,-0.10327879339456558,0.10327879339456558
SNOMED:709138001,SNOMED,3,-0.06800563012560208,0.10308723772565524
RXNORM:1599803,RXNORM,1,-0.10252086818218231,0.10252086818218231
SNOMED:310861008,SNOMED,119,-0.08303381412626565,0.1022630337657047
SNOMED:392091000,SNOMED,1,-0.10220315307378769,0.10220315307378769
SNOMED:25656009,SNOMED,66,-0.06586648725594084,0.10202315259216861
ICD10CM:C50.919,ICD10CM,135,-0.09297345558664313,0.10157509161228383
ICD10CM:254837009,ICD10CM,135,-0.08644764068088046,0.1015300317770905
ICD10CM:S81.0,ICD10CM,3,-0.10112884889046352,0.10112884889046352
ICD10CM:O98.72,ICD10CM,26,-0.10089970838565093,0.10089970838565093
SNOMED:43075005,SNOMED,2,-0.10085131600499153,0.10085131600499153
SNOMED:271280005,SNOMED,3,0.10078573226928711,0.10078573226928711
SNOMED:269828009,SNOMED,119,-0.08431901837926076,0.10073834343445527
SNOMED:117010004,SNOMED,119,-0.08553400131318123,0.10060349772410358
SNOMED:313660005,SNOMED,29,-0.08820982694882772,0.10055102863959198
ICD10CM:Q96.9,ICD10CM,2,-0.013374507427215576,0.100409135222435
ICD10CM:O03.7,ICD10CM,20,-0.0959474810399115,0.10033811340108514
RXNORM:226719,RXNORM,23,-0.10029023918120758,0.10029023918120758
ICD10CM:M16.11,ICD10CM,1,-0.09988468140363693,0.09988468140363693
ICD10CM:Z34.00,ICD10CM,1285,-0.07429235168997242,0.09790556675968293
SNOMED:301882004,SNOMED,3,0.017653310671448708,0.09766395824650924
ICD10CM:C50.929,ICD10CM,135,-0.06640832218582983,0.09766137949708435
SNOMED:233553003,SNOMED,3,0.028835559884707134,0.09642978012561798
SNOMED:389153003,SNOMED,40,-0.01291840618941933,0.09614599857013673
ICD10CM:M27.0,ICD10CM,1,0.09472748637199402,0.09472748637199402
RXNORM:198440,RXNORM,27,-0.09327870069278611,0.09436311669371746
RXNORM:312961,RXNORM,7,0.06649755872786045,0.09429852957172054
SNOMED:398171003,SNOMED,363,-0.0891027736744379,0.09344234956253945
SNOMED:43060002,SNOMED,7,0.09310405621571201,0.09310405621571201
SNOMED:699253003,SNOMED,4,-0.08486319147050381,0.0928866621106863
ICD10CM:R52,ICD10CM,54,-0.06913871055951824,0.09156716801226139
SNOMED:104375008,SNOMED,119,-0.08078391952127092,0.09136284530522819
ICD10CM:J20.8,ICD10CM,1,-0.09130370616912842,0.09130370616912842
SNOMED:10383002,SNOMED,26,-0.006179804483858438,0.09065554584734715
ICD10CM:M66.862,ICD10CM,1,0.09032672643661499,0.09032672643661499
ICD10CM:C34.90,ICD10CM,76,-0.06184749645916255,0.08995370280095621
SNOMED:183444007,SNOMED,7,-0.06363543921283313,0.08995193083371435
ICD10CM:O02.0,ICD10CM,11,-0.049553181595084345,0.0892115337350829
RXNORM:310798,RXNORM,275,0.07222152488306165,0.08897932917302982
ICD10CM:S00.502?,ICD10CM,6,0.0223391056060791,0.08791848023732503
ICD10CM:C78.5,ICD10CM,37,-0.07273168708323627,0.08706105477805878
SNOMED:395142003,SNOMED,8,-0.019440720148850232,0.08692586264805868
ICD10CM:B24,ICD10CM,34,-0.08542051681262605,0.08671152777969837
ICD10CM:O00.119,ICD10CM,2,0.08651486411690712,0.08651486411690712
SNOMED:167995008,SNOMED,4,-0.021375812124460936,0.08601804031059146
SNOMED:410538000,SNOMED,3,0.08592849969863892,0.08592849969863892
ICD10CM:S83.4,ICD10CM,3,-0.08583548416694005,0.08583548416694005
ICD10CM:O03.83,ICD10CM,20,-0.06933035501278936,0.08562817038036882
SNOMED:104326007,SNOMED,119,0.03382533363716191,0.08557391482084489
SNOMED:1269321004,SNOMED,22,-0.0028718843717466702,0.08535104659809307
ICD10CM:I09.81,ICD10CM,140,0.025333827911942663,0.08529936108305784
RXNORM:198240,RXNORM,3,-0.08136358174184959,0.08435351339479287
SNOMED:399208008,SNOMED,55,-0.02106932564638555,0.08357542693530294
SNOMED:58000006,SNOMED,14,0.04276885078953845,0.08340006042271852
SNOMED:110467000,SNOMED,3,-0.025913869341214497,0.08309478064378102
SNOMED:271442007,SNOMED,118,-0.014105889338494862,0.08272664008220121
ICD10CM:88805009,ICD10CM,140,-0.05115550299108561,0.08244987161763545
ICD10CM:O08.3,ICD10CM,20,-0.06703847567550839,0.08195741795934737
SNOMED:225158009,SNOMED,1053,-0.05830157070808955,0.08069327708018868
SNOMED:51116004,SNOMED,71,-0.06603648535198939,0.08068650741208817
ICD10CM:I50.813,ICD10CM,140,-0.06337805179812546,0.080647078326105
ICD10CM:S61.009?,ICD10CM,1,-0.08039349317550659,0.08039349317550659
ICD10CM:K08.8,ICD10CM,6,0.006745714073379834,0.0800156860301892
ICD10CM:O35.14X0,ICD10CM,2,-0.049342996440827847,0.07967346254736185
SNOMED:169673001,SNOMED,31,-0.06813499613875343,0.0794633751314494
SNOMED:698354004,SNOMED,12,0.05345394237277409,0.07932450552470982
SNOMED:386478007,SNOMED,11,-0.06475478385321119,0.07903973969884893
ICD10CM:169762003,ICD10CM,121,-0.04748124630028797,0.07896527903508549
SNOMED:312681000,SNOMED,3,-0.07874516397714615,0.07874516397714615
ICD10CM:Z12.2,ICD10CM,26,0.028722161391320136,0.07874473008828667
SNOMED:31208007,SNOMED,14,0.019288273328649148,0.07826950287978564
SNOMED:1290789000,SNOMED,1,-0.07796796411275864,0.07796796411275864
SNOMED:11466000,SNOMED,12,-0.06889093418916066,0.07795493553082149
SNOMED:234745004,SNOMED,19,-0.03892543573716754,0.07788073688157295
SNOMED:40701008,SNOMED,80,-0.016437574912561103,0.0777267609082628
ICD10CM:399261000,ICD10CM,7,-0.07147651618080479,0.0771491854850735
SNOMED:409023009,SNOMED,56,-0.061754185265661884,0.07693264615954831
ICD10CM:O03.5,ICD10CM,20,-0.07010769601911307,0.0769263006746769
SNOMED:24623002,SNOMED,1,-0.07687311619520187,0.07687311619520187
ICD10CM:C34.9,ICD10CM,76,-0.028910856105779346,0.07635406376548896
SNOMED:33195004,SNOMED,28,-0.07632285163604788,0.07632285163604788
ICD10CM:O03.81,ICD10CM,20,-0.053918844135478136,0.07388294260017574
ICD10CM:E11.43,ICD10CM,1,-0.07311716675758362,0.07311716675758362
ICD10CM:Q51.9,ICD10CM,1,0.0727774053812027,0.0727774053812027
RXNORM:1873983,RXNORM,2,-0.07225807011127472,0.07225807011127472
SNOMED:410401003,SNOMED,268,-0.03999324238019884,0.07216496696502818
SNOMED:90226004,SNOMED,132,-0.04742549449226565,0.07142341524101511
ICD10CM:O00.102,ICD10CM,2,0.07125852070748806,0.07125852070748806
SNOMED:311555007,SNOMED,17,-0.06723793250892092,0.07111519317635719
SNOMED:29303009,SNOMED,45,0.0221540205905007,0.07056981270304985
SNOMED:165829005,SNOMED,119,-0.04488897655832292,0.06975651829417388
RXNORM:284988,RXNORM,7,-0.06956032131399427,0.06956032131399427
RXNORM:2123111,RXNORM,13,-0.06897348165512085,0.06897348165512085
SNOMED:8290005,SNOMED,3,0.008603863418102264,0.06880373011032741
RXNORM:309362,RXNORM,6,-0.06354446678111951,0.06872951022038858
ICD10CM:O03.82,ICD10CM,20,-0.015357731049880386,0.06871972740627826
RXNORM:197454,RXNORM,4,-0.06858878815546632,0.06858878815546632
ICD10CM:I50.9,ICD10CM,140,-0.02652815848123282,0.06848906894946205
SNOMED:359672006,SNOMED,3,0.032374415546655655,0.06835477178295453
SNOMED:395123002,SNOMED,119,-0.05951675905517357,0.06761541935427412
RXNORM:314077,RXNORM,26,0.05203636234196333,0.06758738438097331
SNOMED:229064008,SNOMED,20,0.05759568978101015,0.06658884538337588
RXNORM:1740467,RXNORM,3,0.06638647243380547,0.06638647243380547
ICD10CM:72892002,ICD10CM,1285,-0.03605636018255892,0.06616252923532885
ICD10CM:62479008,ICD10CM,26,-0.06607128013498507,0.06607128013498507
SNOMED:710839006,SNOMED,1,0.06568116694688797,0.06568116694688797
ICD10CM:79586000,ICD10CM,2,0.06536338292062283,0.06536338292062283
RXNORM:1306292,RXNORM,3,-0.06476437114179134,0.06476437114179134
ICD10CM:C50.9,ICD10CM,135,-0.02215977226452971,0.06434066197489975
SNOMED:16335031000119103,SNOMED,74,-0.05784215455925142,0.06427166943211814
SNOMED:243063003,SNOMED,4,-0.06412394042126834,0.06412394042126834
RXNORM:199663,RXNORM,6,-0.05163700940708319,0.06410668852428596
SNOMED:91251008,SNOMED,26,-0.04166387274073294,0.06408829276020137
RXNORM:197319,RXNORM,2,0.04469711985439062,0.06376721058040857
ICD10CM:C18.9,ICD10CM,16,0.04426697420421988,0.06336560321506113
SNOMED:311791003,SNOMED,1,-0.06326597929000854,0.06326597929000854
RXNORM:1116635,RXNORM,1,-0.06325112283229828,0.06325112283229828
RXNORM:1737449,RXNORM,1,0.06318974494934082,0.06318974494934082
RXNORM:1656356,RXNORM,18,-0.03681559529569414,0.06253426356448068
SNOMED:34043003,SNOMED,983,0.02333052948248475,0.06224076946856717
ICD10CM:185347001,ICD10CM,12,-0.062022453329215445,0.062022453329215445
ICD10CM:O08.4,ICD10CM,20,0.004724804684519768,0.061602359265089036
SNOMED:418891003,SNOMED,13,0.031924656681859724,0.06105684265136146
SNOMED:386216000,SNOMED,98,-0.05259042073573385,0.06079454062392517
SNOMED:225338004,SNOMED,1,-0.060530081391334534,0.060530081391334534
SNOMED:306185001,SNOMED,3,-0.016188256442546844,0.06032901257276535
SNOMED:61746007,SNOMED,11,-0.005729512480849569,0.06023240013217384
ICD10CM:O03.9,ICD10CM,22,0.0009595435959371654,0.060168253681199116
ICD10CM:O35.1XX0,ICD10CM,2,-0.05846160091459751,0.05846160091459751
ICD10CM:Z95.1,ICD10CM,7,-0.050738190566854816,0.05845365101205451
ICD10CM:I50.1,ICD10CM,140,-0.025111718020135804,0.05821122709728245
SNOMED:35025007,SNOMED,13,-0.010347199017325273,0.058061758163743295
SNOMED:385763009,SNOMED,25,0.020505302622914313,0.057849866077303885
ICD10CM:Z37.9,ICD10CM,2,0.014677919447422028,0.057223640382289886
SNOMED:714812005,SNOMED,26,0.01703182448489735,0.05721942763417386
ICD10CM:162573006,ICD10CM,26,0.01232381638748428,0.05711787309533415
ICD10CM:B20.5,ICD10CM,26,-0.05684939263245234,0.05684939263245234
ICD10CM:81629009,ICD10CM,3,-0.05668197199702263,0.05668197199702263
RXNORM:351266,RXNORM,14,-0.03983862724687372,0.05603900684842041
SNOMED:274804006,SNOMED,1053,-0.02043730013475135,0.055025434433422886
ICD10CM:O08.5,ICD10CM,20,-0.02601321928668767,0.0541347531368956
ICD10CM:P36.9,ICD10CM,2,0.05393937975168228,0.05393937975168228
ICD10CM:Z34.80,ICD10CM,1285,-0.016099101150995446,0.053729753198051386
ICD10CM:I50.810,ICD10CM,140,-0.04793745795863547,0.053703066929509595
ICD10CM:O35.10X0,ICD10CM,2,-0.053523387759923935,0.053523387759923935
ICD10CM:J44.1,ICD10CM,1,-0.05319421738386154,0.05319421738386154
ICD10CM:I21.4,ICD10CM,1,-0.0522557832300663,0.0522557832300663
SNOMED:185087000,SNOMED,3,-0.022502283255259197,0.05199624846378962
SNOMED:26604007,SNOMED,2,0.01663818210363388,0.051754340529441833
SNOMED:179632003,SNOMED,1,-0.050382427871227264,0.050382427871227264
ICD10CM:S03.00X?,ICD10CM,3,-0.050206602861483894,0.050206602861483894
SNOMED:275833003,SNOMED,118,-0.035992194355812746,0.04985116602324139
SNOMED:42825003,SNOMED,3,0.03814944485202432,0.049123278663804136
SNOMED:306706006,SNOMED,3,-0.037848811596632004,0.04888880377014478
RXNORM:1736854,RXNORM,363,0.04875419326844951,0.04875419326844951
RXNORM:212033,RXNORM,1,-0.04872484505176544,0.04872484505176544
SNOMED:69212005,SNOMED,1,-0.04824631288647652,0.04824631288647652
SNOMED:5880005,SNOMED,302,0.019192911756598076,0.047175646032166625
ICD10CM:E11.610,ICD10CM,1,0.046646181493997574,0.046646181493997574
SNOMED:85765000,SNOMED,1,-0.045045796781778336,0.045045796781778336
SNOMED:122856003,SNOMED,1,-0.04503050446510315,0.04503050446510315
ICD10CM:S03.03X?,ICD10CM,3,-0.04501310735940933,0.04501310735940933
RXNORM:197884,RXNORM,1,0.04468224197626114,0.04468224197626114
SNOMED:371361000119107,SNOMED,1,-0.044429779052734375,0.044429779052734375
RXNORM:617311,RXNORM,1,0.04350973665714264,0.04350973665714264
ICD10CM:O00.1,ICD10CM,2,0.04348405823111534,0.04348405823111534
SNOMED:268556000,SNOMED,120,0.017118290410144253,0.04262189354243067
RXNORM:542347,RXNORM,2,0.04084536246955395,0.04084536246955395
ICD10CM:267253006,ICD10CM,2,-0.02593247964978218,0.04016181454062462
SNOMED:237001001,SNOMED,10,-0.03086921451613307,0.03982757003977895
ICD10CM:A41.9,ICD10CM,2,0.026175426319241524,0.03947441838681698
ICD10CM:268547008,ICD10CM,1,-0.03876635432243347,0.03876635432243347
ICD10CM:O00.109,ICD10CM,2,0.038727959617972374,0.038727959617972374
SNOMED:23745001,SNOMED,3,-0.03080607329805692,0.03871520236134529
SNOMED:180256009,SNOMED,301,-0.03360967831748021,0.037719672970455205
SNOMED:18946005,SNOMED,32,-0.027716566721210256,0.03770620352588594
SNOMED:118001005,SNOMED,110,0.023926564589650794,0.037378828947178346
RXNORM:200243,RXNORM,1,-0.036814913153648376,0.036814913153648376
ICD10CM:M16.30,ICD10CM,1,-0.0365002378821373,0.0365002378821373
RXNORM:1946840,RXNORM,1,0.03575930744409561,0.03575930744409561
ICD10CM:P28.89,ICD10CM,1,0.035603124648332596,0.035603124648332596
SNOMED:302761001,SNOMED,4,-0.03531801211647689,0.03531801211647689
ICD10CM:B20.1,ICD10CM,26,-0.02798823741837763,0.03437885640260692
SNOMED:223487003,SNOMED,4,0.005416709464043379,0.03431633720174432
ICD10CM:T78.40X?,ICD10CM,310,-0.030643727995958478,0.03424279679442876
RXNORM:583214,RXNORM,348,-0.034044755515026934,0.034046561615782435
ICD10CM:B20,ICD10CM,34,-0.018243651672759476,0.03347929654752507
RXNORM:1808217,RXNORM,3,-0.014161049698789915,0.03334662380317847
ICD10CM:O31.8,ICD10CM,2,0.03327192831784487,0.03327192831784487
RXNORM:1665060,RXNORM,3,-0.002357015386223793,0.03258639263610045
SNOMED:399014008,SNOMED,120,-0.010265931050525978,0.03153937407575237
SNOMED:367336001,SNOMED,27,0.028312391084101465,0.031536603139506444
ICD10CM:Z55.8,ICD10CM,1,-0.03151850774884224,0.03151850774884224
ICD10CM:S76.112?,ICD10CM,1,-0.031081903725862503,0.031081903725862503
ICD10CM:O00.101,ICD10CM,2,0.030931692570447922,0.030931692570447922
ICD10CM:J44.8,ICD10CM,1,-0.030269969254732132,0.030269969254732132
ICD10CM:O98.519,ICD10CM,1,-0.029820844531059265,0.029820844531059265
ICD10CM:609328004,ICD10CM,310,-0.010952212875183191,0.028554195244120614
ICD10CM:I22.2,ICD10CM,1,-0.02799157425761223,0.02799157425761223
ICD10CM:S03.0,ICD10CM,3,-0.026549894983569782,0.026549894983569782
SNOMED:9564003,SNOMED,29,-0.011536048163242382,0.026419811930250506
SNOMED:431182000,SNOMED,105,-0.014634398038366012,0.02578343411552764
SNOMED:371908008,SNOMED,106,0.016373792729112057,0.02567681567831281
SNOMED:703423002,SNOMED,407,-0.012304588254193343,0.0238102943732584
SNOMED:165197003,SNOMED,1,0.023071149364113808,0.023071149364113808
RXNORM:1361048,RXNORM,1,-0.022654198110103607,0.022654198110103607
RXNORM:1790099,RXNORM,8,-0.021283421549014747,0.021283421549014747
RXNORM:311700,RXNORM,3,0.02126561850309372,0.02126561850309372
ICD10CM:S62.213?,ICD10CM,1,-0.020573601126670837,0.020573601126670837
RXNORM:855812,RXNORM,1,-0.020486032590270042,0.020486032590270042
ICD10CM:S01.80X?,ICD10CM,3,-0.012837539116541544,0.020464160790046055
ICD10CM:S01.409?,ICD10CM,3,-0.018952805859347183,0.01959278155118227
RXNORM:1719286,RXNORM,85,-0.014182911298292526,0.019091688348528216
RXNORM:1729584,RXNORM,1,-0.018267616629600525,0.018267616629600525
RXNORM:1735006,RXNORM,1,-0.018039654940366745,0.018039654940366745
ICD10CM:S76.119?,ICD10CM,1,-0.016816914081573486,0.016816914081573486
SNOMED:310417005,SNOMED,3,0.012952339835464954,0.01569168921560049
ICD10CM:S02.80X?,ICD10CM,3,-0.015357992611825466,0.015357992611825466
ICD10CM:J44.9,ICD10CM,1,-0.014808747917413712,0.014808747917413712
RXNORM:1734919,RXNORM,8,-0.013009900110773742,0.013009900110773742
SNOMED:866146005,SNOMED,1,-0.0074188727885484695,0.0074188727885484695
SNOMED:15220000,SNOMED,1,-0.005392587743699551,0.005392587743699551
ICD10CM:E11.4,ICD10CM,1,0.004640541970729828,0.004640541970729828
SNOMED:234262008,SNOMED,1,0.0008950643241405487,0.0008950643241405487
