token,token_type,frequency,mean_ig,mean_abs_ig
RXNORM:855812,RXNORM,1,-0.029931752011179924,0.029931752011179924
ICD10CM:K10.3,ICD10CM,1,0.029074538499116898,0.029074538499116898
SNOMED:52052004,SNOMED,33,0.006145852236923846,0.02877642588238373
ICD10CM:R41.0,ICD10CM,1,0.02809550240635872,0.02809550240635872
SNOMED:448337001,SNOMED,1,0.02788189798593521,0.02788189798593521
RXNORM:243670,RXNORM,2,0.027588767930865288,0.027588767930865288
SNOMED:441550005,SNOMED,2,-0.026417423505336046,0.027103993576020002
ICD10CM:50849002,ICD10CM,1,-0.023814097046852112,0.023814097046852112
SNOMED:269911007,SNOMED,1,0.023278575390577316,0.023278575390577316
SNOMED:699253003,SNOMED,1,0.023273495957255363,0.023273495957255363
SNOMED:67879005,SNOMED,1,0.021878140047192574,0.021878140047192574
SNOMED:18946005,SNOMED,2,0.0022589806467294693,0.020710570737719536
ICD10CM:I22.2,ICD10CM,1,0.02029886282980442,0.02029886282980442
SNOMED:73761001,SNOMED,1,0.019246676936745644,0.019246676936745644
ICD10CM:J45.909,ICD10CM,2,-0.018684450536966324,0.018684450536966324
ICD10CM:O00.119,ICD10CM,1,-0.018491525202989578,0.018491525202989578
SNOMED:288086009,SNOMED,2,0.00644876342266798,0.016726833768188953
SNOMED:265764009,SNOMED,29,-0.006760278796969816,0.014494505020436543
ICD10CM:62106007,ICD10CM,1,0.014354279264807701,0.014354279264807701
ICD10CM:698306007,ICD10CM,1,0.013728110119700432,0.013728110119700432
ICD10CM:S81.0,ICD10CM,1,-0.01168336533010006,0.01168336533010006
SNOMED:84478008,SNOMED,3,-0.010646831865111986,0.010646831865111986
ICD10CM:M79.79,ICD10CM,1,-0.010261815041303635,0.010261815041303635
ICD10CM:P25.8,ICD10CM,1,0.00928499735891819,0.00928499735891819
ICD10CM:H66.90,ICD10CM,1,-0.008706417866051197,0.008706417866051197
SNOMED:762993000,SNOMED,1,0.00859079509973526,0.00859079509973526
SNOMED:31208007,SNOMED,1,-0.008264008909463882,0.008264008909463882
ICD10CM:S81.009?,ICD10CM,1,-0.007394859567284584,0.007394859567284584
ICD10CM:275978004,ICD10CM,1,0.00022334232926368713,0.00022334232926368713
SNOMED:714812005,SNOMED,1,0.00021465006284415722,0.00021465006284415722
